cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-ar-fort_smith__commercial__commercial_tenant_improvement__building,AR,Fort Smith,commercial_tenant_improvement,occupancy,City of Fort Smith Building Department,City of Fort Smith Building Department,local,True
us-ar-fort_smith__commercial__commercial_tenant_improvement__building,AR,Fort Smith,commercial_tenant_improvement,plumbing,City of Fort Smith Building Department,City of Fort Smith Building Department,local,True
us-ar-fort_smith__commercial__commercial_tenant_improvement__building,AR,Fort Smith,commercial_tenant_improvement,zoning,City of Fort Smith Building Department,City of Fort Smith Building Department,local,True
us-ar-garfield__commercial__commercial_tenant_improvement__building,AR,Garfield,commercial_tenant_improvement,building,City of Garfield building/permit authority,City of Garfield building/permit authority,local,True
us-ar-garfield__commercial__commercial_tenant_improvement__building,AR,Garfield,commercial_tenant_improvement,mechanical,City of Garfield building/permit authority,City of Garfield building/permit authority,local,True
us-ar-garfield__commercial__commercial_tenant_improvement__building,AR,Garfield,commercial_tenant_improvement,occupancy,City of Garfield building/permit authority,City of Garfield building/permit authority,local,True
us-ar-garfield__commercial__commercial_tenant_improvement__building,AR,Garfield,commercial_tenant_improvement,plumbing,City of Garfield building/permit authority,City of Garfield building/permit authority,local,True
us-ar-harrison__commercial__commercial_tenant_improvement__building,AR,Harrison,commercial_tenant_improvement,building,Harrison,Harrison,local,True
us-ar-highfill__commercial__commercial_tenant_improvement__building,AR,Highfill,commercial_tenant_improvement,building,City of Highfill Building & Inspections Department,City of Highfill Building & Inspections Department,local,True
us-ar-hope__commercial__commercial_tenant_improvement__building,AR,Hope,commercial_tenant_improvement,building,City of Hope building/permit authority,City of Hope building/permit authority,local,True
us-ar-hot_springs__commercial__commercial_tenant_improvement__building,AR,Hot Springs,commercial_tenant_improvement,building,City of Hot Springs Building Department,City of Hot Springs Building Department,local,True
us-ar-hot_springs_village__commercial__commercial_tenant_improvement__building,AR,Hot Springs Village,commercial_tenant_improvement,building,Hot Springs Village Property Owners’ Association Permitting & Inspections Division,Hot Springs Village Property Owners’ Association Permitting & Inspections Division,third_party_official_portal_with_state_code_backstop,True
us-ar-hot_springs_village__commercial__commercial_tenant_improvement__building,AR,Hot Springs Village,commercial_tenant_improvement,occupancy,Hot Springs Village Property Owners’ Association Permitting & Inspections Division,Hot Springs Village Property Owners’ Association Permitting & Inspections Division,third_party_official_portal_with_state_code_backstop,True
us-ar-hot_springs_village__commercial__commercial_tenant_improvement__building,AR,Hot Springs Village,commercial_tenant_improvement,zoning,Hot Springs Village Property Owners’ Association Permitting & Inspections Division,Hot Springs Village Property Owners’ Association Permitting & Inspections Division,third_party_official_portal_with_state_code_backstop,True
us-ar-huntsville__commercial__commercial_tenant_improvement__building,AR,Huntsville,commercial_tenant_improvement,building,City of Huntsville Zoning & Building / City Hall,City of Huntsville Zoning & Building / City Hall,local,True
us-ar-jacksonville__commercial__commercial_tenant_improvement__building,AR,Jacksonville,commercial_tenant_improvement,building,City of Jacksonville Building Department,City of Jacksonville Building Department,local,True
us-ar-jonesboro__commercial__commercial_tenant_improvement__building,AR,Jonesboro,commercial_tenant_improvement,building,City of Jonesboro Building Department,City of Jonesboro Building Department,local,True
us-ar-kensett__commercial__commercial_tenant_improvement__building,AR,Kensett,commercial_tenant_improvement,building,City of Kensett building/permit authority,City of Kensett building/permit authority,local,True
us-ar-little_rock__commercial__commercial_tenant_improvement__building,AR,Little Rock,commercial_tenant_improvement,building,City of Little Rock Building Department,City of Little Rock Building Department,local,True
us-ar-malvern__commercial__commercial_tenant_improvement__building,AR,Malvern,commercial_tenant_improvement,building,City of Malvern building/permit authority,City of Malvern building/permit authority,local,True
us-ar-marion__commercial__commercial_tenant_improvement__building,AR,Marion,commercial_tenant_improvement,building,City of Marion Building Department,City of Marion Building Department,local,True
us-ar-maumelle__commercial__commercial_tenant_improvement__building,AR,Maumelle,commercial_tenant_improvement,building,City of Maumelle Building Department,City of Maumelle Building Department,local,True
us-ar-newport__commercial__commercial_tenant_improvement__building,AR,Newport,commercial_tenant_improvement,building,City of Newport Building Department,City of Newport Building Department,local,True
us-ar-north_little_rock__commercial__commercial_tenant_improvement__building,AR,North Little Rock,commercial_tenant_improvement,building,City of North Little Rock Building Department,City of North Little Rock Building Department,local,True
us-ar-paragould__commercial__commercial_tenant_improvement__building,AR,Paragould,commercial_tenant_improvement,building,City of Paragould Building Department,City of Paragould Building Department,local,True
us-ar-pea_ridge__commercial__commercial_tenant_improvement__building,AR,Pea Ridge,commercial_tenant_improvement,building,City of Pea Ridge Building Department,City of Pea Ridge Building Department,local,True
us-ar-pine_bluff__commercial__commercial_tenant_improvement__building,AR,Pine Bluff,commercial_tenant_improvement,building,City of Pine Bluff Building Department,City of Pine Bluff Building Department,local,True
us-ar-pocahontas__commercial__commercial_tenant_improvement__building,AR,Pocahontas,commercial_tenant_improvement,building,City of Pocahontas Building Department,City of Pocahontas Building Department,local,True
us-ar-rogers__commercial__commercial_tenant_improvement__building,AR,Rogers,commercial_tenant_improvement,building,City of Rogers Building Department,City of Rogers Building Department,local,True
us-ar-rogers__commercial__commercial_tenant_improvement__building,AR,Rogers,commercial_tenant_improvement,occupancy,City of Rogers Building Department,City of Rogers Building Department,local,True
us-ar-russellville__commercial__commercial_tenant_improvement__building,AR,Russellville,commercial_tenant_improvement,building,City of Russellville Building Department,City of Russellville Building Department,local,True
us-ar-russellville__commercial__commercial_tenant_improvement__building,AR,Russellville,commercial_tenant_improvement,zoning,City of Russellville Building Department,City of Russellville Building Department,local,True
us-ar-searcy__commercial__commercial_tenant_improvement__building,AR,Searcy,commercial_tenant_improvement,building,City of Searcy Building Department,City of Searcy Building Department,local,True
us-ar-sherwood__commercial__commercial_tenant_improvement__building,AR,Sherwood,commercial_tenant_improvement,building,City of Sherwood Building Department,City of Sherwood Building Department,local,True
us-ar-siloam_springs__commercial__commercial_tenant_improvement__building,AR,Siloam Springs,commercial_tenant_improvement,building,City of Siloam Springs Building Division / Planning Division,City of Siloam Springs Building Division / Planning Division,local,True
us-ar-springdale__commercial__commercial_tenant_improvement__building,AR,Springdale,commercial_tenant_improvement,building,City of Springdale Building Department,City of Springdale Building Department,local,True
us-ar-texarkana__commercial__commercial_tenant_improvement__building,AR,Texarkana,commercial_tenant_improvement,building,City of Texarkana Planning and Zoning Division,City of Texarkana Planning and Zoning Division,local,True
us-ar-west_memphis__commercial__commercial_tenant_improvement__building,AR,West Memphis,commercial_tenant_improvement,building,City of West Memphis Planning & Development Department,City of West Memphis Planning & Development Department,local,True
us-ar-wynne__commercial__commercial_tenant_improvement__building,AR,Wynne,commercial_tenant_improvement,building,City of Wynne Building Department,City of Wynne Building Department,local,True
us-az-apache_junction__commercial__commercial_tenant_improvement__building,AZ,Apache Junction,commercial_tenant_improvement,building,City of Apache Junction Building Safety and Inspection,City of Apache Junction Building Safety and Inspection,local,True
us-az-avondale__commercial__commercial_tenant_improvement__building,AZ,Avondale,commercial_tenant_improvement,building,City of Avondale Development Services Building Division,City of Avondale Development Services Building Division,local,True
us-az-buckeye__residential__reroof__building,AZ,Buckeye,reroof,building,City of Buckeye Development Services Permit Center,City of Buckeye Development Services Permit Center,local,True
